Q41,Q41A1,Q41A2,Q41A3,Q40,Q33,Q42A1,Q42A3,Q42A5,D_IND,D_INDSIZE1,WT,year
1,0,1,0,1,2,4,3,4,12,122,7.112627504,2020
2, , , ,1,3,4,4,3,12,122,6.640121207,2020
1,0,1,0,1,2,5,5,5,99,122,8.598381543,2020
1,0,0,1,1,2,5,3,3,12,123,1.937764202,2020
2, , , ,1,2,4,4,3,12,123,2.075654123,2020
2, , , ,1,3,4,3,3,12,123,1.937764202,2020
2, , , ,1,2,4,4,3,12,123,2.075654123,2020
2, , , ,1,2,4,4,3,12,123,2.075654123,2020
2, , , ,1,3,4,4,3,12,123,1.997572792,2020
2, , , ,1,2,4,4,3,12,123,2.075654123,2020
2, , , ,2,3,4,4,4,12,123,2.075654123,2020
2, , , ,2,3,4,3,3,12,123,1.937764202,2020
2, , , ,1,2,5,5,5,12,123,1.997572792,2020
2, , , ,1,3,3,3,3,12,123,1.937764202,2020
1,0,0,1,1,2,4,3,3,12,123,1.997572792,2020
2, , , ,2,2,4,4,3,12,123,1.997572792,2020
2, , , ,1,2,4,3,4,12,123,1.348447607,2020
1,0,0,1,1,2,4,3,4,12,123,1.348447607,2020
1,0,0,1,1,2,4,5,3,12,123,1.348447607,2020
2, , , ,1,2,3,3,3,99,131,27.24376299,2020
2, , , ,2,3,4,3,3,99,132,2.588108682,2020
1,0,0,1,1,2,5,4,3,99,132,2.588108682,2020
2, , , ,1,2,4,4,3,14,141,34.98824616,2020
2, , , ,1,2,4,4,3,14,141,34.98824616,2020
2, , , ,2,3,3,3,3,14,141,37.47798484,2020
2, , , ,1,2,3,3,3,14,141,36.06814932,2020
2, , , ,2,3,3,3,3,14,141,37.47798484,2020
2, , , ,2,3,3,3,3,14,141,37.47798484,2020
2, , , ,1,2,4,4,3,14,141,34.98824616,2020
2, , , ,2,3,3,3,3,14,141,37.47798484,2020
2, , , ,2,3,4,4,3,99,142,6.05885421,2020
2, , , ,2,3,4,3,3,14,142,7.845691152,2020
1,1,0,0,2,2,4,4,3,14,142,8.403984948,2020
2, , , ,2,3,4,4,4,14,142,7.845691152,2020
1,0,1,1,1,2,4,4,5,14,142,8.403984948,2020
2, , , ,2,3,4,4,4,14,142,7.845691152,2020
1,0,0,1,2,2,4,3,3,14,142,8.087846377,2020
2, , , ,1,2,4,4,4,99,142,6.489997961,2020
2, , , ,1,3,4,3,3,14,142,8.087846377,2020
2, , , ,1,2,4,3,3,14,142,8.087846377,2020
1,0,0,1,1,2,3,3,4,14,142,8.087846377,2020
1,1,0,0,2,2,4,4,4,14,142,8.403984948,2020
2, , , ,2,3,4,4,3,14,142,7.845691152,2020
2, , , ,2,3,4,4,4,14,142,7.845691152,2020
1,0,1,1,1,2,4,3,5,14,142,8.403984948,2020
1,0,1,0,2,2,4,4,3,14,142,8.087846377,2020
2, , , ,1,2,4,4,4,14,142,8.403984948,2020
1,0,1,1,1,2,5,5,4,14,142,8.403984948,2020
2, , , ,1,2,4,4,3,14,142,8.087846377,2020
2, , , ,2,2,4,3,3,14,142,8.087846377,2020
1,0,1,1,1,2,4,4,4,14,142,8.403984948,2020
2, , , ,1,2,4,3,3,14,142,8.087846377,2020
2, , , ,1,2,4,3,3,14,142,8.087846377,2020
1,0,0,1,2,2,4,4,3,14,142,8.087846377,2020
1,1,0,0,2,2,4,4,4,14,142,8.403984948,2020
2, , , ,1,2,4,4,3,14,142,8.087846377,2020
2, , , ,2,3,4,4,3,14,142,7.845691152,2020
1,0,0,1,2,2,4,4,3,14,142,8.087846377,2020
2, , , ,2,3,4,4,3,14,142,7.845691152,2020
2, , , ,1,2,4,3,3,14,142,8.087846377,2020
1,0,1,0,3,2,4,3,3,14,142,8.087846377,2020
1,0,0,1,2,2,4,3,3,14,142,8.087846377,2020
2, , , ,1,2,4,3,3,14,142,8.087846377,2020
2, , , ,2,3,4,4,3,14,142,7.845691152,2020
2, , , ,2,2,4,3,3,14,142,8.087846377,2020
1,0,0,1,2,2,4,3,3,14,143,1.751933901,2020
2, , , ,2,3,4,4,3,99,143,1.699479894,2020
1,0,1,0,1,2,5,4,3,14,143,1.751933901,2020
1,0,0,1,2,2,4,4,3,14,143,1.751933901,2020
2, , , ,1,2,4,4,3,14,143,1.751933901,2020
1,0,0,1,2,2,5,4,3,14,143,1.751933901,2020
1,0,0,1,2,2,4,4,3,14,143,1.820413673,2020
1,0,0,1,2,2,5,5,3,14,143,1.820413673,2020
2, , , ,1,2,4,4,3,14,143,1.751933901,2020
1,0,0,1,2,2,4,4,2,14,143,1.751933901,2020
1,0,0,1,2,2,4,4,3,14,143,1.751933901,2020
2, , , ,1,2,4,4,3,14,143,1.820413673,2020
1,0,0,1,2,2,4,4,3,14,143,1.820413673,2020
2, , , ,2,2,5,4,3,14,143,1.820413673,2020
1,1,0,0,2,1,4,5,5,15,151,5.507640962,2020
2, , , ,1,2,3,3,3,15,151,5.507640962,2020
2, , , ,2,3,3,3,3,15,151,5.722924198,2020
2, , , ,1,2,4,4,3,15,151,5.342738715,2020
2, , , ,1,2,4,4,4,15,152,3.653387408,2020
2, , , ,1,2,5,4,4,15,152,3.653387408,2020
1,0,1,1,1,1,4,3,3,15,152,3.653387408,2020
2, , , ,1,1,4,3,3,15,152,3.653387408,2020
2, , , ,1,3,4,3,3,99,152,3.515955383,2020
1,0,1,1,1,2,4,3,4,15,152,3.653387408,2020
2, , , ,1,3,3,3,3,99,161,35.52425751,2020
2, , , ,1,2,4,3,3,16,161,27.43369488,2020
2, , , ,1,3,3,4,3,99,161,35.52425751,2020
1,0,0,1,1,2,3,2,3,16,161,28.28042877,2020
2, , , ,1,3,5,2,1,16,161,27.43369488,2020
2, , , ,1,3,3,3,3,99,161,29.38585707,2020
2, , , ,1,3,4,4,3,16,161,27.43369488,2020
2, , , ,1,2,4,3,2,16,161,27.43369488,2020
1,0,1,1,2,3,4,4,5,16,161,28.28042877,2020
2, , , ,1,3,4,4,3,99,162,1.873787203,2020
2, , , ,1,2,5,3,3,99,162,1.93162116,2020
2, , , ,1,2,3,3,4,99,162,2.599052379,2020
2, , , ,1,2,5,3,4,1,11,7.138625992,2020
2, , , ,1,3,4,1,2,99,11,9.24390204,2020
2, , , ,1,2,4,3,3,1,11,9.901691526,2020
2, , , ,1,2,4,4,4,1,11,7.646605535,2020
2, , , ,1,1,3,3,3,1,11,7.646605535,2020
2, , , ,1,2,4,2,2,1,11,7.138625992,2020
1,0,1,1,1,2,4,3,4,1,11,7.646605535,2020
2, , , ,1,2,5,3,3,1,11,7.138625992,2020
2, , , ,1,2,5,3,3,1,11,7.138625992,2020
1,0,0,1,1,2,3,4,2,2,21,46.31072413,2020
2, , , ,1,2,5,3,3,2,21,44.92415182,2020
2, , , ,1,2,3,3,3,2,21,48.12092247,2020
1,0,0,1,1,2,3,3,2,2,21,46.31072413,2020
2, , , ,1,2,4,2,3,2,21,44.92415182,2020
2, , , ,1,2,3,4,3,2,21,48.12092247,2020
2, , , ,1,2,4,3,3,2,21,48.12092247,2020
2, , , ,1,1,5,4,4,2,21,44.92415182,2020
2, , , ,1,2,5,3,4,2,21,58.17288356,2020
2, , , ,1,2,4,2,3,2,21,44.92415182,2020
1,0,0,1,1,2,2,2,3,2,21,46.31072413,2020
1,0,0,1,1,2,2,4,2,2,21,46.31072413,2020
1,0,1,1,1,1,4,3,3,2,21,48.12092247,2020
1,0,0,1,1,2,2,3,1,2,21,46.31072413,2020
2, , , ,1,2,4,3,3,2,21,44.92415182,2020
1,0,0,1,1,2,4,3,4,2,21,46.31072413,2020
2, , , ,1,2,3,2,3,2,21,48.12092247,2020
1,0,1,1,1,2,4,3,4,2,21,48.12092247,2020
2, , , ,1,2,5,4,4,2,22,9.407864841,2020
2, , , ,2,3,4,3,3,2,22,9.698236153,2020
2, , , ,1,2,5,4,4,2,22,9.407864841,2020
2, , , ,1,2,4,3,3,2,22,10.0773218,2020
2, , , ,1,2,4,3,3,2,22,9.407864841,2020
2, , , ,1,2,5,4,4,2,22,9.407864841,2020
2, , , ,1,2,3,4,3,4,41,39.75640192,2020
1,0,0,1,1,2,4,4,2,4,41,39.75640192,2020
1,0,0,1,1,2,3,4,3,4,41,39.75640192,2020
2, , , ,1,2,5,4,3,4,41,38.56607016,2020
2, , , ,2,2,4,3,3,4,41,41.31040425,2020
2, , , ,2,2,4,3,3,4,41,41.31040425,2020
2, , , ,1,2,5,3,4,4,41,38.56607016,2020
2, , , ,1,2,4,2,3,4,41,38.56607016,2020
2, , , ,2,2,3,3,3,4,41,41.31040425,2020
2, , , ,1,2,3,4,3,4,41,39.75640192,2020
2, , , ,1,2,3,2,3,4,41,38.56607016,2020
2, , , ,1,2,3,2,3,4,41,38.56607016,2020
2, , , ,1,2,4,4,3,4,41,41.31040425,2020
2, , , ,1,2,4,3,3,4,41,41.31040425,2020
2, , , ,1,2,3,2,3,4,41,38.56607016,2020
1,0,0,1,2,2,4,3,3,4,41,41.31040425,2020
2, , , ,1,2,3,3,4,4,41,39.75640192,2020
1,0,1,0,1,2,4,3,4,4,41,38.56607016,2020
1,0,0,1,2,2,4,4,3,4,41,41.31040425,2020
2, , , ,1,2,3,3,4,4,41,39.75640192,2020
2, , , ,1,2,4,3,4,4,41,39.75640192,2020
2, , , ,1,2,3,3,3,4,41,39.75640192,2020
1,0,1,1,1,2,5,3,4,4,41,38.56607016,2020
2, , , ,2,3,4,3,3,4,42,7.483780865,2020
2, , , ,2,3,4,4,3,4,42,7.483780865,2020
2, , , ,2,2,4,4,3,4,42,8.016321382,2020
2, , , ,2,2,4,4,3,4,42,7.483780865,2020
2, , , ,1,2,3,3,3,4,42,8.016321382,2020
2, , , ,2,2,4,4,3,4,42,7.483780865,2020
2, , , ,2,3,4,4,3,4,42,7.322412041,2020
2, , , ,1,3,3,3,3,4,42,7.714765822,2020
2, , , ,2,2,3,3,3,4,42,8.016321382,2020
2, , , ,2,3,4,3,3,4,42,7.483780865,2020
2, , , ,2,3,4,3,3,4,43,1.921650472,2020
2, , , ,2,2,4,4,3,4,43,1.996764143,2020
2, , , ,1,3,3,3,4,5,51,42.54300967,2020
2, , , ,1,2,3,3,3,5,51,53.4400961,2020
1,0,0,1,2,2,4,4,3,5,51,44.20593521,2020
2, , , ,1,2,4,3,3,5,51,44.20593521,2020
2, , , ,1,2,4,3,3,5,51,44.20593521,2020
1,0,0,1,2,2,4,3,3,5,51,44.20593521,2020
2, , , ,1,2,4,3,3,5,51,44.20593521,2020
2, , , ,1,3,3,3,3,5,51,44.20593521,2020
2, , , ,2,3,4,3,3,5,52,7.695996889,2020
2, , , ,2,3,5,4,4,5,52,7.40127057,2020
2, , , ,2,2,5,5,4,5,52,7.40127057,2020
2, , , ,1,3,4,3,3,6,61,28.94289819,2020
2, , , ,1,2,4,4,3,6,61,27.02016265,2020
2, , , , ,3,4,3,4,6,61,27.85413298,2020
2, , , ,2,3,4,3,3,6,61,27.02016265,2020
2, , , ,2,2,4,4,3,6,61,28.94289819,2020
2, , , ,2,2,4,3,3,6,62,7.094953277,2020
2, , , ,1,3,4,3,3,7,71,46.43130667,2020
2, , , ,2,2,4,4,4,8,81,31.52209788,2020
1,0,0,1,3,2,5,4,5,8,81,32.49501927,2020
2, , , ,2,2,4,4,4,99,101,24.28963796,2020
2, , , ,1,3,4,3,3,10,102,4.001912407,2020
2, , , ,1,2,4,4,3,11,111,33.44429829,2020
2, , , ,1,2,4,5,5,11,111,34.47654789,2020
2, , , ,1,2,4,3,3,11,111,33.44429829,2020
2, , , , ,2,4,5,5,11,111,34.47654789,2020
2, , , ,1,2,5,5,3,11,111,33.44429829,2020
2, , , ,2,2,4,4,3,11,113,1.794435202,2020
2, , , ,2,3,4,4,3,12,121,31.20274558,2020
2, , , ,2,3,4,4,3,99,121,40.40485156,2020
2, , , ,1,2,3,3,3,12,121,30.02897011,2020
2, , , ,1,2,3,3,3,12,121,30.02897011,2020
2, , , ,2,3,3,3,3,12,122,6.845066829,2020
1,0,0,1,2,2,4,4,3,12,122,6.640121207,2020
2, , , ,1,2,3,4,3,12,122,7.112627504,2020
2, , , ,1,2,4,3,4,99,131,28.08463468,2020
2, , , ,2,3,4,3,3,99,131,22.53618742,2020
2, , , ,1,2,3,3,3,99,131,27.24376299,2020
2, , , ,2,3,3,3,3,14,141,37.47798484,2020
2, , , ,1,2,4,3,3,14,141,36.06814932,2020
2, , , ,1,2,4,4,3,14,141,34.98824616,2020
1,0,0,1,2,2,4,4,3,14,141,36.06814932,2020
1,0,0,1,2,2,4,4,3,14,141,34.98824616,2020
1,0,1,1,1,2,4,3,4,14,142,8.403984948,2020
2, , , ,2,2,4,3,3,14,142,8.087846377,2020
2, , , ,1,3,3,3,3,15,151,5.722924198,2020
2, , , ,2,3,3,3,3,15,151,5.722924198,2020
2, , , ,1,3,5,3,3,1,11,7.138625992,2020
2, , , ,1,2,3,2,4,1,11,9.901691526,2020
2, , , ,1,2,5,2,4,1,11,7.138625992,2020
2, , , ,1,2,4,4,4,1,11,7.646605535,2020
2, , , ,1,2,4,3,3,1,11,7.138625992,2020
2, , , ,1,2,3,2,2,1,11,9.901691526,2020
1,0,1,1,1,2,4,5,5,1,11,7.646605535,2020
2, , , ,1,2,5,3,4,2,21,44.92415182,2020
2, , , ,1,2,5,3,3,2,21,44.92415182,2020
1,0,1,0,1,2,5,4,3,2,21,44.92415182,2020
1,0,0,1,1,2,3,4,2,2,21,46.31072413,2020
2, , , ,1,2,5,3,4,2,21,44.92415182,2020
2, , , ,1,2,5,3,3,2,21,58.17288356,2020
2, , , ,1,2,5,4,4,2,21,44.92415182,2020
2, , , ,1,2,5,4,3,2,21,44.92415182,2020
2, , , ,1,2,5,4,4,2,21,44.92415182,2020
1,0,1,1,1,2,4,3,3,2,21,48.12092247,2020
2, , , ,1,2,3,3,4,2,22,10.0773218,2020
1,0,1,0,1,2,4,3,4,2,22,10.0773218,2020
2, , , ,1,2,5,4,4,2,22,9.407864841,2020
2, , , ,1,2,4,4,3,2,22,10.0773218,2020
1,0,0,1,2,2,4,4,3,2,22,10.0773218,2020
2, , , ,1,2,5,4,4,2,22,9.407864841,2020
2, , , ,2,2,4,4,3,2,22,9.698236153,2020
2, , , ,1,2,3,4,3,2,22,10.0773218,2020
2, , , ,1,2,3,3,3,2,22,10.0773218,2020
2, , , ,1,2,4,4,3,3,31,20.11176268,2020
2, , , ,2,2,4,3,3,99,32,3.832917315,2020
2, , , ,1,2,4,2,3,4,41,38.56607016,2020
2, , , ,1,2,4,3,3,4,41,38.56607016,2020
2, , , ,1,2,4,3,3,4,41,39.75640192,2020
2, , , ,2,2,4,4,3,4,41,41.31040425,2020
2, , , ,1,2,3,3,3,4,41,41.31040425,2020
1,0,1,1,1,2,4,3,5,4,41,38.56607016,2020
2, , , ,1,2,4,4,4,4,41,41.31040425,2020
2, , , ,2,2,4,3,3,4,41,41.31040425,2020
2, , , ,2,2,4,3,3,4,41,41.31040425,2020
1,0,0,1,2,2,4,4,3,4,42,8.016321382,2020
2, , , ,1,3,4,3,3,4,42,7.483780865,2020
2, , , ,2,3,4,3,3,4,42,8.016321382,2020
2, , , ,2,3,4,3,3,4,42,8.016321382,2020
2, , , ,2,3,4,3,3,4,42,8.016321382,2020
2, , , ,2,3,4,3,3,4,42,8.016321382,2020
2, , , ,2,3,4,3,3,4,42,8.016321382,2020
2, , , ,2,3,4,4,3,4,42,6.985591446,2020
2, , , ,2,3,5,4,4,4,42,7.480969266,2020
2, , , ,1,3,3,3,3,5,51,42.54300967,2020
2, , , ,2,2,4,3,3,5,51,44.20593521,2020
2, , , ,1,3,3,3,3,5,51,41.26924511,2020
2, , , , ,2,3,4,4,5,51,42.54300967,2020
2, , , ,2,3,4,4,4,5,51,41.26924511,2020
2, , , , ,2,4,4,4,5,51,42.54300967,2020
2, , , ,1,3,3,3,3,5,51,44.20593521,2020
2, , , ,1,3,4,3,3,99,52,7.996818806,2020
2, , , ,2,3,4,3,3,6,61,28.94289819,2020
2, , , ,1,2,4,3,3,6,61,27.02016265,2020
2, , , ,2,3,4,3,3,6,62,7.094953277,2020
2, , , ,1,2,4,4,3,6,62,6.882525898,2020
2, , , ,2,2,4,3,3,7,71,46.43130667,2020
2, , , , ,2,4,5,5,7,71,47.86439692,2020
2, , , ,1,3,3,3,3,7,71,46.43130667,2020
1,1,0,0,1,2,5,4,4,8,81,32.49501927,2020
2, , , ,1,2,3,3,3,11,111,35.82417074,2020
2, , , ,1,3,3,3,3,99,121,40.40485156,2020
2, , , ,1,3,4,3,3,12,121,31.20274558,2020
2, , , ,1,3,4,3,3,99,121,38.88491404,2020
2, , , ,2,3,3,3,3,12,122,6.845066829,2020
2, , , ,1,3,3,3,3,12,122,6.845066829,2020
2, , , ,1,3,4,4,4,12,122,7.112627504,2020
1,0,0,1,2,2,4,3,3,14,141,36.06814932,2020
2, , , ,2,3,4,4,3,14,141,37.47798484,2020
2, , , ,1,2,4,4,3,14,141,34.98824616,2020
2, , , ,2,3,4,3,3,14,141,37.47798484,2020
2, , , ,1,2,4,4,3,14,141,36.06814932,2020
1,0,0,1,2,2,4,3,3,14,141,34.98824616,2020
2, , , ,1,3,3,3,3,14,141,36.06814932,2020
1,0,0,1,2,2,4,4,4,15,151,5.507640962,2020
2, , , ,2,3,3,3,3,15,151,5.722924198,2020
2, , , ,1,2,3,3,3,15,151,5.342738715,2020
2, , , ,1,2,4,4,3,15,151,5.722924198,2020
2, , , ,1,2,4,3,4,16,161,28.28042877,2020
1,0,0,1,1,2,4,4,5,1,11,9.901691526,2020
2, , , ,1,2,5,3,3,1,11,7.138625992,2020
2, , , ,1,2,3,3,3,1,11,9.901691526,2020
2, , , ,1,2,5,3,3,1,11,7.138625992,2020
1,0,0,1,2,2,3,3,3,2,21,46.31072413,2020
1,0,0,1,1,2,4,3,3,2,21,48.12092247,2020
2, , , ,1,2,5,4,4,2,21,44.92415182,2020
1,0,0,1,1,2,5,4,5,2,21,44.92415182,2020
1,0,0,1,1,2,4,3,2,2,21,46.31072413,2020
1,0,0,1,1,2,3,3,3,2,22,10.0773218,2020
2, , , ,1,2,4,3,4,2,22,10.0773218,2020
2, , , ,1,2,3,3,3,2,22,10.0773218,2020
2, , , ,1,2,4,2,2,3,31,20.11176268,2020
2, , , ,1,2,3,2,2,4,41,39.75640192,2020
2, , , ,1,2,4,3,3,4,41,41.31040425,2020
2, , , ,1,2,4,3,3,4,41,41.31040425,2020
2, , , ,1,2,4,3,3,4,41,41.31040425,2020
2, , , ,1,2,4,3,3,4,41,41.31040425,2020
2, , , ,1,2,3,4,3,4,41,41.31040425,2020
2, , , ,1,2,4,4,3,4,42,7.483780865,2020
2, , , ,2,3,4,3,3,4,42,7.714765822,2020
2, , , ,2,3,4,3,3,4,42,7.714765822,2020
2, , , ,1,3,4,4,3,4,42,7.714765822,2020
2, , , ,1,2,4,4,4,5,51,41.26924511,2020
2, , , ,1,3,4,3,3,5,51,53.4400961,2020
2, , , , ,2,4,5,3,5,51,42.54300967,2020
2, , , ,2,3,3,4,4,99,51,57.24285529,2020
2, , , , ,2,4,3,3,5,51,42.54300967,2020
2, , , ,2,3,4,4,3,6,61,28.94289819,2020
2, , , ,1,1,4,3,3,6,61,28.94289819,2020
2, , , ,1,3,3,3,3,6,61,27.02016265,2020
2, , , , ,2,4,4,4,7,71,47.86439692,2020
2, , , ,1,3,3,3,3,7,71,46.43130667,2020
2, , , , ,2,4,5,4,7,71,47.86439692,2020
2, , , , ,2,4,5,4,7,71,47.86439692,2020
2, , , , ,2,5,4,4,8,81,32.49501927,2020
2, , , ,2,3,4,4,3,8,81,31.52209788,2020
2, , , ,1,2,4,4,4,99,101,25.23907383,2020
2, , , , ,2,4,5,4,11,111,34.47654789,2020
2, , , ,1,2,3,3,3,99,121,38.88491404,2020
1,0,1,1,1,2,4,4,4,12,122,6.640121207,2020
1,0,0,1,2,2,4,4,3,14,141,36.06814932,2020
2, , , ,1,3,3,3,3,15,151,5.342738715,2020
2, , , ,2,2,4,4,3,15,151,5.342738715,2020
2, , , ,1,2,5,2,3,2,21,44.92415182,2020
1,0,0,1,1,2,4,4,4,2,21,48.12092247,2020
1,0,0,1,1,2,3,3,3,99,21,59.96837454,2020
2, , , ,1,2,5,4,4,2,21,44.92415182,2020
1,0,0,1,2,2,5,4,4,2,22,9.407864841,2020
1,0,0,1,1,1,5,5,4,2,22,9.407864841,2020
2, , , ,1,2,4,2,3,2,22,9.407864841,2020
2, , , ,1,2,4,3,4,2,22,10.0773218,2020
2, , , ,2,2,3,3,3,2,22,10.0773218,2020
2, , , ,1,2,5,5,5,2,22,9.407864841,2020
2, , , ,1,2,4,3,3,2,22,10.0773218,2020
2, , , ,1,2,4,2,3,4,41,38.56607016,2020
2, , , ,1,2,4,3,3,4,41,41.31040425,2020
2, , , ,1,2,4,3,3,4,41,41.31040425,2020
2, , , ,2,2,4,4,3,4,42,8.016321382,2020
2, , , ,2,2,4,3,3,5,51,44.20593521,2020
2, , , , ,2,4,5,5,5,51,42.54300967,2020
2, , , ,1,3,4,3,3,5,51,41.26924511,2020
1,1,1,0,1,2,4,4,3,5,51,42.54300967,2020
2, , , , ,2,4,4,4,6,61,27.85413298,2020
2, , , , ,2,4,5,4,99,71,36.96339776,2020
2, , , , ,2,4,4,3,12,121,30.02897011,2020
2, , , ,2,2,4,3,3,12,121,29.1298838,2020
2, , , ,1,2,3,3,3,99,131,21.68842792,2020
2, , , ,1,1,4,4,4,15,151,5.507640962,2020
2, , , ,1,2,4,3,3,1,11,6.663413263,2020
2, , , ,1,3,4,3,3,1,11,8.628542736,2020
2, , , ,1,3,3,2,3,1,11,6.663413263,2020
2, , , ,1,2,4,2,3,1,11,6.663413263,2020
2, , , ,1,2,4,4,4,1,11,6.663413263,2020
1,0,0,1,1,3,4,3,4,1,11,6.663413263,2020
2, , , ,1,3,4,3,3,1,11,6.663413263,2020
2, , , ,1,3,4,4,3,1,11,8.628542736,2020
1,0,1,0,1,2,4,3,4,1,11,6.663413263,2020
2, , , ,1,2,3,2,3,1,11,8.628542736,2020
2, , , ,1,2,4,3,3,1,11,6.663413263,2020
1,0,0,1,1,2,4,5,5,1,12,2.011288082,2020
2, , , ,1,3,3,2,3,1,12,2.011288082,2020
2, , , ,1,2,4,3,4,1,12,2.011288082,2020
1,0,0,1,1,2,4,4,4,1,12,2.011288082,2020
2, , , ,1,2,4,3,3,1,12,2.011288082,2020
2, , , ,1,2,4,3,4,2,21,44.10485218,2020
1,0,0,1,2,3,5,5,1,2,21,44.10485218,2020
1,0,1,0,1,3,3,3,3,2,21,54.30036036,2020
2, , , ,1,2,4,3,3,2,21,41.93358629,2020
2, , , ,1,3,5,3,4,2,21,41.93358629,2020
2, , , ,1,3,3,3,3,2,21,41.93358629,2020
1,0,0,1,1,2,4,4,4,2,21,41.93358629,2020
2, , , ,1,3,4,3,4,2,21,57.11196153,2020
2, , , ,1,2,5,4,3,2,21,57.11196153,2020
2, , , ,1,2,5,5,5,2,21,44.10485218,2020
2, , , ,1,3,5,3,4,2,21,41.93358629,2020
2, , , ,1,2,4,4,3,2,21,54.30036036,2020
2, , , ,1,3,4,3,3,2,21,57.11196153,2020
2, , , ,1,2,5,4,4,2,21,44.10485218,2020
2, , , ,1,3,4,2,4,2,21,41.93358629,2020
2, , , ,1,3,4,2,3,2,21,41.93358629,2020
1,0,0,1,1,2,4,4,4,2,21,41.93358629,2020
2, , , ,1,3,4,3,2,2,21,44.10485218,2020
2, , , ,1,2,5,5,5,2,21,44.10485218,2020
1,0,0,1,1,2,4,5,4,2,21,41.93358629,2020
2, , , ,1,2,4,2,3,2,21,41.93358629,2020
2, , , ,1,3,4,3,4,2,21,41.93358629,2020
2, , , ,1,2,4,3,3,2,21,41.93358629,2020
1,0,0,1,1,2,5,4,2,2,21,44.10485218,2020
1,0,1,0,1,3,5,4,4,2,21,41.93358629,2020
2, , , ,1,2,4,3,4,2,21,41.93358629,2020
2, , , ,1,2,4,2,4,2,21,41.93358629,2020
2, , , ,1,2,4,1,3,2,21,41.93358629,2020
2, , , ,1,2,2,2,2,2,21,44.10485218,2020
2, , , ,1,2,4,3,3,2,21,44.10485218,2020
2, , , ,1,2,4,3,4,2,21,41.93358629,2020
2, , , ,1,3,4,4,2,2,21,57.11196153,2020
1,0,1,0,1,3,5,4,4,2,21,44.10485218,2020
2, , , ,1,2,4,4,4,2,21,41.93358629,2020
2, , , ,1,3,4,4,4,2,21,41.93358629,2020
2, , , ,1,2,5,4,4,2,21,57.11196153,2020
2, , , ,1,2,4,3,3,2,21,44.10485218,2020
2, , , ,1,3,3,3,3,2,21,54.30036036,2020
1,0,1,0,1,3,4,3,4,2,21,41.93358629,2020
2, , , ,1,2,4,4,4,2,21,41.93358629,2020
2, , , ,1,3,5,5,5,2,21,44.10485218,2020
2, , , ,1,2,4,3,4,2,21,44.10485218,2020
1,0,1,0,1,2,4,2,3,2,21,41.93358629,2020
1,0,1,0,1,2,4,5,4,2,21,41.93358629,2020
2, , , ,1,2,3,3,3,2,21,44.10485218,2020
1,0,0,1,1,2,3,2,4,2,21,41.93358629,2020
2, , , ,1,2,5,3,4,2,21,41.93358629,2020
2, , , ,2,2,4,2,3,2,21,44.10485218,2020
2, , , ,1,2,4,3,3,2,21,41.93358629,2020
2, , , ,1,2,5,4,4,2,21,44.10485218,2020
2, , , ,1,3,4,3,4,2,21,57.11196153,2020
2, , , ,1,2,3,4,3,2,21,44.10485218,2020
1,0,0,1,1,2,4,4,4,2,21,41.93358629,2020
2, , , ,1,2,4,4,4,2,21,44.10485218,2020
1,0,1,1,1,3,4,3,3,2,21,41.93358629,2020
2, , , ,1,2,4,4,2,2,21,57.11196153,2020
2, , , ,1,2,3,2,3,2,21,54.30036036,2020
2, , , ,1,3,4,3,3,2,21,41.93358629,2020
1,0,0,1,1,2,3,4,4,2,21,41.93358629,2020
2, , , ,1,2,4,2,4,2,21,41.93358629,2020
2, , , ,1,2,5,3,3,2,21,57.11196153,2020
2, , , ,1,2,4,4,4,2,21,41.93358629,2020
2, , , ,1,2,4,3,4,2,21,41.93358629,2020
1,1,0,0,1,2,5,4,4,2,21,44.10485218,2020
2, , , ,1,2,4,4,4,2,21,41.93358629,2020
2, , , ,1,2,5,5,5,2,21,44.10485218,2020
1,0,0,1,1,2,4,4,4,2,22,8.781590663,2020
2, , , ,1,2,4,3,4,2,22,8.781590663,2020
2, , , ,1,2,4,4,4,2,22,8.781590663,2020
2, , , ,2,2,4,3,3,2,22,9.236289866,2020
1,0,0,1,1,2,4,3,5,2,22,9.236289866,2020
2, , , ,1,3,4,4,4,2,22,9.236289866,2020
1,0,1,0,1,2,5,4,4,2,22,9.236289866,2020
2, , , ,1,2,5,4,2,2,22,11.96019498,2020
1,0,1,0,1,2,5,3,4,2,22,8.781590663,2020
2, , , ,1,3,4,3,4,2,22,8.781590663,2020
2, , , ,1,2,4,3,3,2,22,8.781590663,2020
2, , , ,1,3,4,3,4,2,22,8.781590663,2020
2, , , ,1,2,4,3,3,2,22,8.781590663,2020
1,0,0,1,1,2,3,3,3,2,22,8.781590663,2020
2, , , ,1,2,4,4,2,2,22,11.96019498,2020
1,0,0,1,1,2,4,4,4,2,22,8.781590663,2020
1,0,1,0,1,2,5,5,4,2,22,8.781590663,2020
2, , , ,1,2,4,3,3,2,22,8.781590663,2020
1,0,0,1,1,2,4,5,5,2,22,8.781590663,2020
1,0,1,0,1,2,4,4,4,2,22,9.236289866,2020
2, , , ,1,3,4,2,3,2,22,8.781590663,2020
2, , , ,1,2,4,3,4,2,22,8.781590663,2020
2, , , ,1,2,4,3,4,2,22,8.781590663,2020
2, , , ,1,2,4,3,4,2,22,8.781590663,2020
1,0,1,0,1,2,3,3,4,2,22,8.781590663,2020
